Material_Name,Source_File,LABORATORY,TEST IDENT,OPERATOR,MATERIAL,ORIENTATION,HEAT FLUX,SURF AREA,C FACTOR,SPEC HOLDER DIFF,SPECIMEN MASS,SCAN TIME,O2 DELAY TIME,CO DELAY TIME,CO2 DELAY TIME,FLOW FACTOR,SCAN COUNT,TIME TO IGN,END OF TEST SCAN,END OF TEST TIME,TEST STATUS,PRE TEST CMT,POST TEST CMT,,POST TEST CMT
Mineral_Wool_Insulation,Mineral_Wool_Insulation_Cone_HF50Scalar_220426_R3.csv,FSRI,Cellulose_Ins_HF50_3,Dow,cellulose insulation,Horizontal,50,0.009999999776,0.039478302,-566,16.36000061,0.25,11,11,8,1,2885,0,2405,601.25,1,Dimensions: 102.2 x 96.9 x 32.4 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Mineral_Wool_Insulation,Mineral_Wool_Insulation_Cone_HF75Scalar_220426_R1.csv,FSRI,Cellulose_Ins_HF75_1,Dow,cellulose insulation,Horizontal,75,0.009999999776,0.039478302,-566,20.46999931,0.25,11,11,8,1,7711,0,7231,1807.75,1,Dimensions: 97.9 x 97.8 x 38.7 mm,No ignition. Test ended after 30 minutes.,,
Mineral_Wool_Insulation,Mineral_Wool_Insulation_Cone_HF75Scalar_220426_R2.csv,FSRI,Cellulose_Ins_HF75_2,Dow,cellulose insulation,Horizontal,75,0.009999999776,0.039478302,-566,28.17000008,0.25,11,11,8,1,2885,0,2405,601.25,1,Dimensions: 103.1 x 102.2 x 35.7 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Mineral_Wool_Insulation,Mineral_Wool_Insulation_Cone_HF75Scalar_220426_R3.csv,FSRI,Cellulose_Ins_HF75_3,Dow,cellulose insulation,Horizontal,75,0.009999999776,0.039478302,-566,22.39999962,0.25,11,11,8,1,2924,0,2444,611,1,Dimensions: 98.4 x 99.6 x 35.7 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Nylon,Nylon_Cone_HF25Scalar_220225_R1.csv,FSRI,Nylon_HF25_1,Dow,Nylon,Horizontal,25,0.009999999776,0.03856921941,304.5700073,36.5,0.25,11,11,8,1,11758,0,11278,2819.5,1,Dimensions: 99.93 x 99.56 x 3.12 mm; 60 mm spacing,Sample did not ignite. Expanded vertically. See post test pictures.,,
Nylon,Nylon_Cone_HF25-FrameScalar_220309_R4.csv,FSRI,Nylon_HF25_220309_1,Dow,Nylon,Horizontal,25,0.00884,0.03748675436,-566,36.70000076,0.25,11,11,8,1,5642,468,5162,1290.5,1,Dimensions: 10088 x 100.67 x 3.11 mm; with frame; 60 mm spacing,"Sample formed a bubble prior to ignition. Ignition occurred when the bubble contacted the spark ignitor, therefore time to ignition data should be ignored. Also possible for spike in mass data prior to ignition.",,
Nylon,Nylon_Cone_HF25Scalar_220225_R2.csv,FSRI,Nylon_HF25_2,Dow,Nylon,Horizontal,25,0.009999999776,0.03856921941,303.7299805,36.40000153,0.25,11,11,8,1,4035,573.5,3555,888.75,1,Dimensions: 99.55 x 99.85 x 3.08 mm; 60 mm spacing,"Prior to ignition, the sample expanded vertically and a single large bubble formed. A small hole opened in the bubble which produced a candle-sized flame. The time to ignition event was recorded when the flame began spreading across the surface of the sample. ",,
Nylon,Nylon_Cone_HF25Scalar_220225_R3.csv,FSRI,Nylon_HF25_3,Dow,Nylon,Horizontal,25,0.009999999776,0.03856921941,304.2999878,36.40000153,0.25,11,11,8,1,3811,538.25,3331,832.75,1,Dimensions: 99.95 x 99.90 x 3.10 mm; 60 mm spacing,"Prior to ignition, the sample expanded vertically and a single large bubble formed. Top of the bubble touched the spark ignitor which immediately created a small hole releasing a candle-sized flame. This flame remained steady for approximately one minute with occassonal bursts as gases released from the bubble. The time to ignition event was recorded when the flame began spreading across the surface of the sample. ",,
Nylon,Nylon_Cone_HF50Scalar_220225_R1.csv,FSRI,Nylon_HF50_1,Dow,Nylon,Horizontal,50,0.009999999776,0.03856921941,303.7399902,36.40000153,0.25,11,11,8,1,1520,67.25,1040,260,1,Dimensions: 99.55 x 99.80 x 3.00 mm; 60 mm spacing,Minor spilled out of foil pan into lower drip tray.,,
Nylon,Nylon_Cone_HF50Scalar_220225_R2.csv,FSRI,Nylon_HF50_2,Dow,Nylon,Horizontal,50,0.009999999776,0.03856921941,304.539978,36.59999847,0.25,11,11,8,1,1631,69.75,1151,287.75,1,Dimensions: 99.89 x 99.87 x 2.99 mm; 60 mm spacing,Minor spill out of foil pan into lower drip tray.,,
Nylon,Nylon_Cone_HF50Scalar_220225_R3.csv,FSRI,Nylon_HF50_3,Dow,Nylon,Horizontal,50,0.009999999776,0.03706778958,307.4199829,36.29999924,0.25,11,11,8,1,1517,79.75,1037,259.25,1,Dimensions: 99.52 x 99.64 x 3.00 mm; 60 mm spacing,,,
Nylon,Nylon_Cone_HF75Scalar_220225_R1.csv,FSRI,Nylon_HF75_1,Dow,Nylon,Horizontal,75,0.009999999776,0.03706778958,305.0999756,36.40000153,0.25,11,11,8,1,1109,30,629,157.25,1,Dimensions: 99.88 x 99.84 x 3.06 mm,Sample warped prior to ignition and contacted the spark ignitor. Caused spike in mass data and likely shortened time to ignition. Minor spilling of sample out of foil pan after ignition. See test pictures.,,
Nylon,Nylon_Cone_HF75Scalar_220225_R2.csv,FSRI,Nylon_HF75_2,Dow,Nylon,Horizontal,75,0.009999999776,0.03706778958,305.2199707,36.40000153,0.25,11,11,8,1,1231,30.75,751,187.75,1,Dimensions: 99.53 x 99.88 x 3.11 mm; 60 mm spacing,,,
Nylon,Nylon_Cone_HF75Scalar_220225_R3.csv,FSRI,Nylon_HF75_3,Dow,Nylon,Horizontal,75,0.009999999776,0.03706778958,305.6199951,36.5,0.25,11,11,8,1,1198,30.25,718,179.5,1,Dimensions: 99.81 x 99.93 x 3.11 mm; 60 mm spacing,Minor spilling of sample out of foil pan after ignition. See post test pictures.,,
Nylon_Carpet_High_Pile,Nylon_Carpet_High_Pile_Cone_HF25Scalar_220317_R1.csv,FSRI,NylonCarpetLP_HF25_1,Dow,Nylon Carpet - low pile,Horizontal,25,0.009999999776,0.04186420143,-566,26.26000023,0.25,11,11,8,1,4176,625.25,3696,924,1,Dimensions: 100.31 x 98.98 x 14.52 mm; 60 mm spacing,"
At start of heat flux exposure the sample corners lifted and curled towards the center. The sample continued to warp, then relaxed as the material started melting. The sample remained as a partially melted mass with less than half of the original exposed surfaced area. Ignition began as a candle sized flame which slowly spread across the sample surface. The time to ignition event was recorded when flames had spread across the majority of the sample area, more than a minute after the initial ignition. By the time of peak heat release rate, the flames had spread across the entire foil pan area. ",,
Nylon_Carpet_High_Pile,Nylon_Carpet_High_Pile_Cone_HF25Scalar_220317_R2.csv,FSRI,NylonCarpetLP_HF25_2,Dow,Nylon Carpet - low pile,Horizontal,25,0.009999999776,0.04186420143,-566,26.28000069,0.25,11,11,8,1,5291,1003.75,4811,1202.75,1,Dimensions: 99.72 x 100.42 x 14.74 mm; 60 mm spacing,Same as R1. Candle size ignition began at about 15:23 (923 s). See test pictures.,,
Nylon_Carpet_High_Pile,Nylon_Carpet_High_Pile_Cone_HF25Scalar_220317_R3.csv,FSRI,NylonCarpetLP_HF25_3,Dow,Nylon Carpet - low pile,Horizontal,25,0.009999999776,0.04186420143,-566,24.11000061,0.25,11,11,8,1,3276,449,2796,699,1,Dimensions: 94.69 x 96.97 x 13.82 mm; 60 mm spacing,Same as R1. Initial (candle size) ignition began at about 7:00 (420 s).,,
Nylon_Carpet_High_Pile,Nylon_Carpet_High_Pile_Cone_HF50Scalar_220318_R1.csv,FSRI,NylonCarpetLP_HF50_1,Dow,Nylon Carpet - low pile,Horizontal,50,0.009999999776,0.04186420143,-566,24.63999939,0.25,11,11,8,1,1482,50.5,1002,250.5,1,Dimensions: 92.81 x 100.76 x 13.89 mm; 60 mm spacing,"Prior to ignition the sample corners lifted and curled toward the center, then a few seconds later returned to a flat position as the material began melting.",,
Nylon_Carpet_High_Pile,Nylon_Carpet_High_Pile_Cone_HF50Scalar_220318_R2.csv,FSRI,NylonCarpetLP_HF50_2,Dow,Nylon Carpet - low pile,Horizontal,50,0.009999999776,0.04186420143,-566,27.15999985,0.25,11,11,8,1,1681,53.25,1201,300.25,1,Dimensions: 102.44 x 100.49 x 13.72 mm; 60 mm spacing,"Prior to ignition the sample corners lifted and curled toward the center, then a few seconds later returned to a flat position as the material began melting.",,
Nylon_Carpet_High_Pile,Nylon_Carpet_High_Pile_Cone_HF50Scalar_220318_R3.csv,FSRI,NylonCarpetLP_HF50_3,Dow,Nylon Carpet - low pile,Horizontal,50,0.009999999776,0.04186420143,-566,25.85000038,0.25,11,11,8,1,1710,61.5,1230,307.5,1,Dimensions: 96.10 x 103.65 x 13.41 mm; 60 mm spacing,"Prior to ignition the sample corners lifted and curled toward the center, then a few seconds later returned to a flat position as the material began melting.",,
Nylon_Carpet_High_Pile,Nylon_Carpet_High_Pile_Cone_HF75Scalar_220318_R1.csv,FSRI,NylonCarpetLP_HF75_1,Dow,Nylon Carpet - low pile,Horizontal,75,0.009999999776,0.03975237533,-566,26.35000038,0.25,11,11,8,1,1291,19.5,811,202.75,1,Dimensions: 102.31 x 98.93 x 14.15 mm; 60 mm spacing,,,
Nylon_Carpet_High_Pile,Nylon_Carpet_High_Pile_Cone_HF75Scalar_220318_R2.csv,FSRI,NylonCarpetLP_HF75_2,Dow,Nylon Carpet - low pile,Horizontal,75,0.009999999776,0.03975237533,-566,25.62999916,0.25,11,11,8,1,1343,18.25,863,215.75,1,Dimensions: 99.15 x 96.66 x 13.83 mm; 60 mm spacing,,,
Nylon_Carpet_High_Pile,Nylon_Carpet_High_Pile_Cone_HF75Scalar_220318_R3.csv,FSRI,NylonCarpetLP_HF75_3,Dow,Nylon Carpet - low pile,Horizontal,75,0.009999999776,0.03975237533,-566,26.10000038,0.25,11,11,8,1,1255,17.25,775,193.75,1,Dimensions: 100.90 x 99.42 x 13.78 mm; 60 mm spacing,,,
OSB,OSB_Cone_HF25Scalar_210324_R1.csv,FSRI,OSB-HF25-1,Morrissey,5/8 inch OSB,Horizontal,25,0.009999999776,0.03860524669,-97.5,107.8000031,0.25,11,11,8,1,4923,174.25,4443,1110.75,1,Nominal thickness: 5/8 inches,,,
OSB,OSB_Cone_HF25Scalar_210324_R2.csv,FSRI,OSB-HF25-2,Morrissey,5/8 inch OSB,Horizontal,25,0.009999999776,0.03860524669,-99.5,105,0.25,11,11,8,1,5781,134.5,5301,1325.25,1,Nominal thickness: 5/8 inches,Test picture available.,,
OSB,OSB_Cone_HF25Scalar_210324_R3.csv,FSRI,OSB-HF25-3,Morrissey,5/8 inch OSB,Horizontal,25,0.009999999776,0.03860524669,-86.8999939,108.5,0.25,11,11,8,1,5065,173.75,4585,1146.25,1,Nominal thickness: 5/8 inches,,,
OSB,OSB_Cone_HF50Scalar_210326_R1.csv,FSRI,OSB_HF50_1,Dow,"5/8"" thick OSB",Horizontal,50,0.009999999776,0.03860524669,-90.32998657,101.3199997,0.25,11,11,8,1,3587,25.5,3107,776.75,1,Nominal thickness: 5/8 inches,,,
OSB,OSB_Cone_HF50Scalar_210326_R2.csv,FSRI,OSB_HF50_2,Dow,"5/8"" thick OSB",Horizontal,50,0.009999999776,0.03860524669,-86.97000122,101.4199982,0.25,11,11,8,1,3458,21,2978,744.5,1,Nominal thickness: 5/8 inches,,,
OSB,OSB_Cone_HF50Scalar_210326_R3.csv,FSRI,OSB_HF50_3,Dow,"5/8"" thick OSB",Horizontal,50,0.009999999776,0.03860524669,-97.64001465,100.5999985,0.25,11,11,8,1,3425,22.25,2945,736.25,1,Nominal thickness: 5/8 inches,Sample lifted to approximately 30 degree angle near end of test as layers delaminated and bottom layers curled. See test picture.,,
OSB,OSB_Cone_HF75Scalar_210325_R1.csv,FSRI,OSB_HF75_1,Dow,5/8 inch OSB,Horizontal,75,0.009999999776,0.03860524669,-90.89001465,102.3000031,0.25,11,11,8,1,3155,10.25,2675,668.75,1,Nominal thickness: 5/8 inches,,,
OSB,OSB_Cone_HF75Scalar_210325_R2.csv,FSRI,OSB_HF75_2,Dow,5/8 inch OSB,Horizontal,75,0.009999999776,0.03860524669,-86.92999268,105.5699997,0.25,11,11,8,1,3601,7.5,3121,780.25,1,Nominal thickness: 5/8 inches,,,
OSB,OSB_Cone_HF75Scalar_210325_R3.csv,FSRI,OSB_HF75_3,Morrissey,5/8 inch OSB,Horizontal,75,0.009999999776,0.03860524669,-97.54000854,99.66999817,0.25,11,11,8,1,3303,12.25,2823,705.75,1,Nominal thickness: 5/8 inches,,,
Oak_Flooring,Oak_Flooring_Cone_HF25Scalar_220913_R1.csv,FSRI,Oak_Floor_HF25_1,Dow,Oak Flooring,Horizontal,25,0.009999999776,0.04151358828,-566,123.0699997,0.25,11,11,8,1,6168,143,5688,1422,1,Dimensions: 101.36 x 100.96 x 18.87 mm; joint between boards on centerline of sample,Swelling and warping near end of test. Sample formed an arch and separated at joint between boards. See post test picture.,,
Oak_Flooring,Oak_Flooring_Cone_HF25Scalar_220913_R2.csv,FSRI,Oak_Floor_HF25_2,Dow,Oak Flooring,Horizontal,25,0.009999999776,0.04240881652,-566,162.2200012,0.25,11,11,8,1,7498,221,7018,1754.5,1,Dimensions: 102.27 x 101.47 x 18.76 mm; with tie wires; joint between boards centered on sample,"Flaming biased towards one half of sample during period between HRR peaks, then biased towards other half during final decay stage. Some seperation at joint between boards by end of test. See test picture.",,
Oak_Flooring,Oak_Flooring_Cone_HF25Scalar_220913_R3.csv,FSRI,Oak_Floor_HF25_3,Dow,Oak Flooring,Horizontal,25,0.009999999776,0.04240881652,-566,131.75,0.25,11,11,8,1,5354,177.5,4874,1218.5,1,Dimensions: 101.51 x 101.79 x 18.86 mm; with tie wires; joint between boards centered on sample,,,
Oak_Flooring,Oak_Flooring_Cone_HF25Scalar_220914_R4.csv,FSRI,Oak_Floor_HF25_4,Dow,Oak Flooring,Horizontal,25,0.009999999776,0.04240881652,-566,158.6499939,0.25,11,11,8,1,7086,234,6606,1651.5,1,Dimensions: 101.55 x 101.78 x 18.76 mm; with tie wires; joint between boards centered on sample,,,
Oak_Flooring,Oak_Flooring_Cone_HF50Scalar_220914_R1.csv,FSRI,Oak_Floor_HF50_1,Dow,Oak Flooring,Horizontal,50,0.009999999776,0.04218441993,-566,145.3500061,0.25,11,11,8,1,5433,27.25,4953,1238.25,1,Dimensions: 101.08 x 101.41 x 19.01 mm; with tie wires; joint between boards centered on sample,,,
Oak_Flooring,Oak_Flooring_Cone_HF50Scalar_220914_R2.csv,FSRI,Oak_Floor_HF50_2,Dow,Oak Flooring,Horizontal,50,0.009999999776,0.04218441993,-566,141.7899933,0.25,11,11,8,1,4977,33.5,4497,1124.25,1,Dimensions: 101.28 x 101.90 x 18.73 mm; with tie wires; joint between boards centered on sample,Post test condition of sample is dissimilar between boards -- one board has a surface layer of ash and other is homogeneous char. See post test picture.,,
Oak_Flooring,Oak_Flooring_Cone_HF50Scalar_220914_R3.csv,FSRI,Oak_Flooring_HF50_3,Dow,Oak flooring,Horizontal,50,0.009999999776,0.04218441993,-566,136.9100037,0.25,11,11,8,1,4975,29.25,4495,1123.75,1,Dimensions: 101.25 x 101.74 x 18.58 mm; with tie wires; joint between boards centered on sample,,,
Oak_Flooring,Oak_Flooring_Cone_HF75Scalar_220914_R1.csv,FSRI,Oak_Flooring_HF75_1,Dow,Oak flooring,Horizontal,75,0.009999999776,0.04218441993,-566,130.8300018,0.25,11,11,8,1,4204,10.75,3724,931,1,Dimensions: 101.21 x 101.06 x 18.70 mm; with tie wires; joint between boards centered on sample,,,
Oak_Flooring,Oak_Flooring_Cone_HF75Scalar_220914_R2.csv,FSRI,Oak_Flooring_HF75_2,Dow,Oak flooring,Horizontal,75,0.009999999776,0.04218441993,-566,132.1499939,0.25,11,11,8,1,3829,13,3349,837.25,1,Dimensions: 101.36 x 101.43 x 18.47 mm; with tie wires; joint between boards centered on sample,,,
Oak_Flooring,Oak_Flooring_Cone_HF75Scalar_220914_R3.csv,FSRI,Oak_Flooring_HF75_3,Dow,Oak flooring,Horizontal,75,0.009999999776,0.04218441993,-566,134.9400024,0.25,11,11,8,1,4075,11,3595,898.75,1,Dimensions: 101.46 x 100.35 x 19.00 mm; with tie wires; joint between boards centered on sample,,,
Overstuffed_Chair_Assembly,Overstuffed_Chair_Assembly_Cone_HF25Scalar_210325_R1.csv,FSRI,FurnitureStack_H25_1,Morrissey,1'' PUF-1.75''PEBat-PEFabric,Horizontal,25,0.009999999776,0.03860524669,-87.60998535,20.39999962,0.25,11,11,8,1,1486,59.5,1006,251.5,1,"Sample is an assembly of approximately 1 inch polyurethane foam, topped by 1.75 inch polyester batting, topped by polyester fabric.",The fabric shrivelled upon heating and impacted the spark ignitor causing a spike in the mass time history data. The sample then retracted away from the spark ignitor prior to ignition due to further pyrolysis and melting of the materials. See test pictures.,,
Overstuffed_Chair_Assembly,Overstuffed_Chair_Assembly_Cone_HF25Scalar_210325_R2.csv,FSRI,FurnitureStack_H25_2,Morrissey,1'' PUF-1.75''PEBat-PEFabric,Horizontal,25,0.009999999776,0.03860524669,-84.42001343,16.60000038,0.25,11,11,8,1,1457,76.5,977,244.25,1,"Sample is an assembly of approximately 1 inch polyurethane foam, topped by 1.75 inch polyester batting, topped by polyester fabric.",The fabric shrivelled upon heating and impacted the spark ignitor causing a spike in the mass time history data. The sample then retracted away from the spark ignitor prior to ignition due to further pyrolysis and melting of the materials.,,
Overstuffed_Chair_Assembly,Overstuffed_Chair_Assembly_Cone_HF25Scalar_210325_R3.csv,FSRI,FurnitureStack_H25_3,Morrissey,1'' PUF-1.75''PEBat-PEFabric,Horizontal,25,0.009999999776,0.03860524669,-87.76998901,16.10000038,0.25,11,11,8,1,1401,62.25,921,230.25,1,"Sample is an assembly of approximately 1 inch polyurethane foam, topped by 1.75 inch polyester batting, topped by polyester fabric.",The fabric shrivelled upon heating and impacted the spark ignitor causing a spike in the mass time history data. The sample then retracted away from the spark ignitor prior to ignition due to further pyrolysis and melting of the materials.,,
Overstuffed_Chair_Assembly,Overstuffed_Chair_Assembly_Cone_HF50Scalar_210326_R1.csv,FSRI,Stack_HF50_1,Morrissey,"1"" PUF, 1.75"" PE Batting, PE Fabric",Horizontal,50,0.009999999776,0.03860524669,-96.92999268,16.98999977,0.25,11,11,8,1,948,12.75,468,117,1,"Sample is an assembly of approximately 1 inch polyurethane foam, topped by 1.75 inch polyester batting, topped by polyester fabric.",The fabric shrivelled upon heating and impacted the spark ignitor causing a spike in the mass time history data. The sample then retracted away from the spark ignitor prior to ignition due to further pyrolysis and melting of the materials.,,
Overstuffed_Chair_Assembly,Overstuffed_Chair_Assembly_Cone_HF50Scalar_210326_R2.csv,FSRI,Stack_HF50_2,Morrissey,"1"" PUF, 1.75"" PE Batting, PE Fabric",Horizontal,50,0.009999999776,0.03860524669,-95.11999512,15.94999981,0.25,11,11,8,1,968,15.25,488,122,1,"Sample is an assembly of approximately 1 inch polyurethane foam, topped by 1.75 inch polyester batting, topped by polyester fabric.",The fabric shrivelled upon heating and impacted the spark ignitor causing a spike in the mass time history data. The sample then retracted away from the spark ignitor prior to ignition due to further pyrolysis and melting of the materials.,,
Overstuffed_Chair_Assembly,Overstuffed_Chair_Assembly_Cone_HF50Scalar_210326_R3.csv,FSRI,Stack_HF50_3,Morrissey,"1"" PUF, 1.75"" PE Batting, PE Fabric",Horizontal,50,0.009999999776,0.03860524669,-97,15.86999989,0.25,11,11,8,1,920,13,440,110,1,"Sample is an assembly of approximately 1 inch polyurethane foam, topped by 1.75 inch polyester batting, topped by polyester fabric.",The fabric shrivelled upon heating and impacted the spark ignitor causing a spike in the mass time history data. The sample then retracted away from the spark ignitor prior to ignition due to further pyrolysis and melting of the materials.,,
Overstuffed_Chair_Assembly,Overstuffed_Chair_Assembly_Cone_HF75Scalar_210325_R1.csv,FSRI,Stack_HF75_1,Dow,"1"" PUF, 1.75"" PE Batting, PE Fabric",Horizontal,35,0.009999999776,0.03860524669,-71.85998535,15.85000038,0.25,11,11,8,1,815,8,335,83.75,1,"Sample is an assembly of approximately 1 inch polyurethane foam, topped by 1.75 inch polyester batting, topped by polyester fabric.",The fabric shrivelled upon heating and impacted the spark ignitor causing a spike in the mass time history data. The sample then retracted away from the spark ignitor prior to ignition due to further pyrolysis and melting of the materials. The foil pan folded upwards slightly after ignition and was impacted by the removal of the spark ignitor causing further disturbances in the mass time history data. The foil pan continue to fold in on itself before end of test.,,
Overstuffed_Chair_Assembly,Overstuffed_Chair_Assembly_Cone_HF75Scalar_210325_R2.csv,FSRI,Stack_HF75_2,Dow,"1"" PUF, 1.75"" PE Batting, PE Fabric",Horizontal,75,0.009999999776,0.03860524669,-96.92001343,15.77000046,0.25,11,11,8,1,774,10.75,294,73.5,1,"Sample is an assembly of approximately 1 inch polyurethane foam, topped by 1.75 inch polyester batting, topped by polyester fabric.",The fabric shrivelled upon heating and impacted the spark ignitor causing a spike in the mass time history data. The sample then retracted away from the spark ignitor prior to ignition due to further pyrolysis and melting of the materials.,,
Overstuffed_Chair_Assembly,Overstuffed_Chair_Assembly_Cone_HF75Scalar_210325_R3.csv,FSRI,Stack_HF75_3,Dow,"1"" PUF, 1.75"" PE Batting, PE Fabric",Horizontal,75,0.009999999776,0.03860524669,-94.94000244,16.15999985,0.25,11,11,8,1,786,11,306,76.5,1,"Sample is an assembly of approximately 1 inch polyurethane foam, topped by 1.75 inch polyester batting, topped by polyester fabric.",The fabric shrivelled upon heating and impacted the spark ignitor causing a spike in the mass time history data. The sample then retracted away from the spark ignitor prior to ignition due to further pyrolysis and melting of the materials.,,
Overstuffed_Chair_Polyester_Batting,Overstuffed_Chair_Polyester_Batting_Cone_HF25Scalar_210324_R1.csv,FSRI,PEbat_H25_1,Morrissey,1.75'' PE Batting,Horizontal,25,0.009999999776,0.03860524669,-98.29998779,6.699999809,0.25,11,11,8,1,3129,604.5,2649,662.25,1,Approximate thickness: 1.75 inches,"Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment, causing the foil pan to partially fold in half. See test picture.",,
Overstuffed_Chair_Polyester_Batting,Overstuffed_Chair_Polyester_Batting_Cone_HF25Scalar_210324_R2.csv,FSRI,PEbat_H25_2V2,Morrissey,1.75'' PE Batting,Horizontal,25,0.009999999776,0.03860524669,-96.5,6.099999905,0.25,11,11,8,1,4670,994,4190,1047.5,1,Approximate thickness: 1.75 inches,"Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment, causing the foil pan to partially fold in half and covering some remaining sample mass.",,
Overstuffed_Chair_Polyester_Batting,Overstuffed_Chair_Polyester_Batting_Cone_HF25Scalar_210324_R3.csv,FSRI,PEbat_H25_3,Morrissey,1.75'' PE Batting,Horizontal,25,0.009999999776,0.03860524669,-98.29998779,6.900000095,0.25,11,11,8,1,2450,453.75,1970,492.5,1,Approximate thickness: 1.75 inches,Two opposing corners of the foil pan lifted upwards during the test causing the melted sample mass to pool in a smaller area off-center.,,
Overstuffed_Chair_Polyester_Batting,Overstuffed_Chair_Polyester_Batting_Cone_HF50Scalar_210326_R1.csv,FSRI,PEbat_HF50_1,Dow,"PE batting, 1.75 inch thick",Horizontal,50,0.009999999776,0.03860524669,-98.36999512,5.869999886,0.25,11,11,8,1,758,36.75,278,69.5,1,Approximate thickness: 1.75 inches,"Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment, causing the foil pan to partially fold in half.",,
Overstuffed_Chair_Polyester_Batting,Overstuffed_Chair_Polyester_Batting_Cone_HF50Scalar_210326_R2.csv,FSRI,PEbat_HF50_2,Dow,"PE batting, 1.75 inch thick",Horizontal,50,0.009999999776,0.03860524669,-96.45999146,6.019999981,0.25,11,11,8,1,807,48,327,81.75,1,Approximate thickness: 1.75 inches,"Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment, causing the foil pan to partially fold in half. See post test picture.",,
Overstuffed_Chair_Polyester_Batting,Overstuffed_Chair_Polyester_Batting_Cone_HF50Scalar_210326_R3.csv,FSRI,PEbat_HF50_3,Dow,"PE batting, 1.75 inch thick",Horizontal,50,0.009999999776,0.03860524669,-85.82000732,6.409999847,0.25,11,11,8,1,815,49.25,335,83.75,1,Approximate thickness: 1.75 inches,"Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment, causing the foil pan to partially fold in half.",,
Overstuffed_Chair_Polyester_Batting,Overstuffed_Chair_Polyester_Batting_Cone_HF75Scalar_210325_R1.csv,FSRI,PEbat_HF75_1,Morrissey,1 3/4'' Inch PE Batting,Horizontal,75,0.009999999776,0.03860524669,-96.26000977,6.559999943,0.25,11,11,8,1,715,15.75,235,58.75,1,Approximate thickness: 1.75 inches,Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment. See post test picture.,,
Overstuffed_Chair_Polyester_Batting,Overstuffed_Chair_Polyester_Batting_Cone_HF75Scalar_210325_R2.csv,FSRI,PEbat_HF75_2,Morrissey,1 3/4'' Inch PE Batting,Horizontal,75,0.009999999776,0.03860524669,-297.2399902,6.889999866,0.25,11,11,8,1,743,16.5,263,65.75,1,Approximate thickness: 1.75 inches,Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment.,,
Overstuffed_Chair_Polyester_Batting,Overstuffed_Chair_Polyester_Batting_Cone_HF75Scalar_210325_R3.csv,FSRI,PEbat_HF75_3,Morrissey,1 3/4'' Inch PE Batting,Horizontal,75,0.009999999776,0.03860524669,-85.69000244,6.449999809,0.25,11,11,8,1,746,18.5,266,66.5,1,Approximate thickness: 1.75 inches,Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment.,,
Overstuffed_Chair_Polyester_Fabric,Overstuffed_Chair_Polyester_Fabric_Cone_HF25Scalar_210324_R1.csv,FSRI,Fabric,Morrissey,Polyester Microfiber Fabric,Horizontal,25,0.009999999776,0.03860524669,-87.36999512,1.929999948,0.25,11,11,8,1,1638,240.75,1158,289.5,1,,"Prior to ignition, the sample shrivelled towards the center and impacted the spark ignitor, causing a spike in the mass data. The sample melted away from the ignitor before igniting.",,
Overstuffed_Chair_Polyester_Fabric,Overstuffed_Chair_Polyester_Fabric_Cone_HF25Scalar_210324_R2.csv,FSRI,Fabric_H25_2,Morrissey,Polyester Microfiber Fabric,Horizontal,35,0.009999999776,0.03860524669,-97.97000122,1.929999948,0.25,11,11,8,1,816,27.75,336,84,1,,"Prior to ignition, the sample shrivelled towards the center and impacted the spark ignitor, causing a spike in the mass data and reducing the time to ignition.",,
Overstuffed_Chair_Polyester_Fabric,Overstuffed_Chair_Polyester_Fabric_Cone_HF25Scalar_210325_R3.csv,FSRI,Fabric_H25_3,Morrissey,Polyester Microfiber Fabric,Horizontal,25,0.009999999776,0.03860524669,-87.32000732,1.879999995,0.25,11,11,8,1,3047,586.75,2567,641.75,1,,"Prior to ignition, the sample shrivelled towards the center and impacted the spark ignitor, causing a spike in the mass data. The sample melted away from the ignitor before igniting.",,
Overstuffed_Chair_Polyester_Fabric,Overstuffed_Chair_Polyester_Fabric_Cone_HF50Scalar_210326_R1.csv,FSRI,fabric_HF50_1,Dow,PE microfiber fabric,Horizontal,50,0.009999999776,0.03860524669,-99.95999146,1.889999986,0.25,11,11,8,1,690,20,210,52.5,1,,"Prior to ignition, the sample shrivelled towards the center and impacted the spark ignitor, causing a spike in the mass data. The sample melted away from the ignitor before igniting.",,
