Cork Tile,0.25,N/A,1.9,0.05,N/A,N/A,300,HB,24,60,30,220,22,80,
Bamboo Flooring,0.75,N/A,1.6,0.16,5,260,370,HB,24,80,26,290,19,90,
Terrazzo (Epoxy Matrix),1.8,N/A,1.1,0.5,35,N/A,N/A,V-0,28,120,20,300,25,20,
Nylon Carpet Fiber,1.14,260,1.7,0.25,90,N/A,520,HB,21,300,10,400,32,150,
Wool Carpet Fiber,1.3,N/A,1.35,0.05,N/A,N/A,590,HB,25,100,35,250,20,60,
Epoxy Floor Coating,1.15,N/A,1.2,0.22,60,N/A,N/A,V-0,26,200,20,320,30,25,
Polyester Resin (GRP),1.8,N/A,1.2,0.25,30,N/A,480,HB,20,450,15,350,30,150,
Carbon Fiber Composite,1.6,N/A,1.1,5,1,N/A,N/A,V-0,35,150,55,500,32,10,
Silicone Sealant,1.05,N/A,1.25,0.2,300,N/A,450,V-1,28,100,30,420,25,30,
Butyl Rubber Sealant,1.25,N/A,1.9,0.2,180,N/A,350,HB,18,500,10,280,38,200,
Polyurethane Sealant,1.2,N/A,1.4,0.22,150,N/A,400,HB,20,400,15,260,30,120,
Acrylic Latex Caulk,1.5,N/A,1.5,0.3,120,N/A,N/A,HB,22,150,10,240,22,80,
Urea-Formaldehyde Glue,1.3,N/A,1.3,0.2,50,N/A,N/A,V-0,35,80,40,230,15,20,
Phenol-Formaldehyde Glue,1.25,N/A,1.2,0.18,40,N/A,N/A,V-0,38,50,50,300,18,15,
Alabaster,2.32,N/A,1.05,0.6,15,N/A,N/A,Non,0,0,0,150,0,0,
Andesite,2.6,1200,0.82,2.2,7.5,N/A,N/A,Non,0,0,0,1200,0,0,
Dolomite,2.85,N/A,0.88,2.5,9,N/A,N/A,Non,0,0,0,850,0,0,
Gabbro,3,1250,0.75,2.6,6.5,N/A,N/A,Non,0,0,0,1250,0,0,
Obsidian,2.4,1100,0.8,1.5,5,N/A,N/A,Non,0,0,0,1100,0,0,
Pumice,0.6,N/A,0.9,0.15,8,N/A,N/A,Non,0,0,0,1200,0,0,
Serpentine,2.6,N/A,0.95,2,9.5,N/A,N/A,Non,0,0,0,600,0,0,
Travertine,2.4,N/A,0.85,1.9,8.5,N/A,N/A,Non,0,0,0,825,0,0,
Tuff,1.8,N/A,0.95,0.6,7.5,N/A,N/A,Non,0,0,0,1100,0,0,
Expanded Shale,0.85,N/A,1,0.2,8,N/A,N/A,Non,0,0,0,1100,0,0,
Expanded Clay,0.6,N/A,1.05,0.12,7.5,N/A,N/A,Non,0,0,0,1100,0,0,
Fly Ash (Bulk),0.9,N/A,0.8,0.15,N/A,N/A,N/A,Non,0,0,0,1300,0,0,
Silica Fume,2.2,1650,0.75,0.5,N/A,N/A,N/A,Non,0,0,0,1650,0,0,
Slag (Blast Furnace),2.8,1350,0.85,0.8,N/A,N/A,N/A,Non,0,0,0,1350,0,0,
Heavy Concrete (Barite),3.5,N/A,0.65,1.8,9.5,N/A,N/A,Non,0,0,0,1200,0,0,
Heavy Concrete (Magnetite),3.8,N/A,0.62,2.2,10,N/A,N/A,Non,0,0,0,1200,0,0,
Shotcrete,2.3,N/A,0.9,1.3,11.5,N/A,N/A,Non,0,0,0,1200,0,0,
Hempcrete,0.45,N/A,1.5,0.08,N/A,N/A,N/A,B-1,40,30,45,250,12,20,
Papercrete,0.65,N/A,1.4,0.12,N/A,N/A,N/A,HB,28,150,35,220,16,80,
Ferrocement,2.5,N/A,0.85,1.6,12,N/A,N/A,Non,0,0,0,1200,0,0,
Glass Fiber Reinforced Concrete (GFRC),2.1,N/A,1,0.9,9.5,N/A,N/A,Non,0,0,0,1000,0,0,
Polymer Concrete (PMMA),2.2,N/A,1.1,0.8,25,N/A,N/A,HB,22,250,10,250,22,75,
Polymer Concrete (Epoxy),2.3,N/A,1.05,0.7,30,N/A,N/A,V-0,26,200,20,300,25,25,
Sulfur Concrete,2.4,119,0.75,0.3,60,160,232,HB,19,500,100,444,9.3,250,
Magnesium Oxychloride Cement,1.9,N/A,1.2,0.5,15,N/A,N/A,Non,0,0,0,450,0,0,
Ashlar Masonry,2.5,N/A,0.85,1.8,8,N/A,N/A,Non,0,0,0,1200,0,0,
Adobe Brick (Sun-dried),1.75,N/A,1.05,0.5,7,N/A,N/A,Non,0,0,0,600,0,0,
Rammed Earth,1.95,N/A,1,0.8,8.5,N/A,N/A,Non,0,0,0,600,0,0,
Compressed Earth Block (CEB),2.05,N/A,0.95,1,9,N/A,N/A,Non,0,0,0,600,0,0,
Cob (Material),1.6,N/A,1.2,0.4,6.5,N/A,N/A,Non,0,0,0,500,0,0,
Straw Bale,0.12,N/A,1.8,0.06,N/A,N/A,N/A,B-2,22,100,25,200,17,100,
Calcium Silicate Board,0.9,N/A,1,0.18,6.5,N/A,N/A,Non,0,0,0,1000,0,0,
Magnesium Oxide Board (MgO),1.1,N/A,1.15,0.22,5.5,N/A,N/A,Non,0,0,0,1200,0,0,
Plasterboard (Standard),0.85,N/A,1.09,0.16,16,N/A,N/A,Non,0,0,0,150,0,0,
Plasterboard (Fire Rated),0.95,N/A,1.15,0.19,14,N/A,N/A,Non,0,0,0,150,0,0,
Plasterboard (Moisture Resistant),0.88,N/A,1.1,0.17,16.5,N/A,N/A,Non,0,0,0,150,0,0,
Acoustic Ceiling Tile (Mineral),0.35,N/A,0.85,0.06,7,N/A,N/A,V-0,35,30,40,400,15,20,
Wood Wool Board,0.45,N/A,1.7,0.09,N/A,N/A,N/A,B-1,40,50,30,250,16,25,
Cork Board (Insulation),0.15,N/A,1.95,0.04,N/A,N/A,300,HB,24,60,30,220,22,75,
Glass Fiber Reinforced Gypsum (GFRG),1.85,N/A,1.05,0.45,13,N/A,N/A,Non,0,0,0,150,0,0,
Aluminum Composite Panel (ACP),1.5,N/A,1.25,0.35,25,N/A,400,V-0,28,150,15,300,30,20,
High Pressure Laminate (HPL),1.4,N/A,1.35,0.25,20,N/A,400,HB,25,250,30,280,22,100,
Fiberglass Grating (Polyester),1.7,N/A,1.2,0.25,18,N/A,480,HB,20,450,15,350,30,150,
Fiberglass Grating (Vinylester),1.75,N/A,1.15,0.28,16,N/A,500,V-0,28,350,25,380,28,25,
Pultruded Profile (FRP),1.85,N/A,1.1,0.3,12,N/A,480,HB,22,400,20,350,30,100,
PVC Foam Board,0.6,N/A,1.2,0.06,60,N/A,450,V-0,45,300,35,220,18,20,
Polyethylene (HDPE) Pipe,0.95,130,2.3,0.45,120,N/A,340,HB,18,400,2,280,44,200,
Polypropylene (PP) Pipe,0.9,165,1.9,0.22,150,N/A,330,HB,18,350,5,300,43,180,
Polybutylene (PB-1) Pipe,0.92,125,2.1,0.2,130,N/A,350,HB,18,380,3,270,43.5,190,
ABS Pipe,1.05,N/A,1.4,0.18,90,N/A,415,HB,19,600,10,250,35,250,
CPVC Pipe,1.55,N/A,1.05,0.14,65,N/A,480,V-0,60,200,45,280,16,10,
Cross-linked Polyethylene (PEX),0.94,N/A,2.3,0.4,150,N/A,350,HB,18,400,5,300,43,200,
Polybutylene Terephthalate (PBT),1.3,225,1.25,0.2,80,N/A,N/A,V-0,22,300,10,350,25,50,
Polyphenylene Oxide (PPO),1.06,N/A,1.3,0.22,60,N/A,450,V-1,28,250,25,400,28,35,
Polyphenylene Sulfide (PPS),1.35,285,1.1,0.3,50,N/A,540,V-0,45,50,50,500,25,5,
Polyetherimide (PEI),1.27,N/A,1.15,0.22,55,N/A,535,V-0,47,30,55,520,24,5,
Polyethersulfone (PES),1.37,N/A,1.1,0.18,55,N/A,540,V-0,38,60,45,500,26,10,
Polysulfone (PSU),1.24,N/A,1.15,0.25,55,N/A,550,V-0,32,80,40,480,28,15,
PTFE (Teflon),2.15,327,1,0.25,120,N/A,530,V-0,95,5,5,550,5,2,
PVDF (Kynar),1.78,172,1.3,0.2,130,N/A,N/A,V-0,44,20,30,420,14,5,
Silicone Rubber,1.2,N/A,1.25,0.25,250,N/A,450,V-1,30,80,35,450,25,30,
Fluoroelastomer (Viton),1.85,N/A,1.15,0.2,200,N/A,N/A,V-0,50,50,45,480,15,10,
Neoprene (Chloroprene),1.25,N/A,1.6,0.19,180,N/A,400,V-2,26,500,25,260,25,120,
Nitrile Rubber (NBR),1.05,N/A,1.95,0.25,220,N/A,380,HB,18,600,10,250,35,250,
Styrene Butadiene Rubber (SBR),0.95,N/A,1.9,0.22,230,N/A,350,HB,17,700,5,240,40,300,
Natural Rubber (Isoprene),0.92,N/A,2,0.15,250,N/A,300,HB,17,600,5,220,44,300,
Ethylene Vinyl Acetate (EVA),0.95,90,2.1,0.35,180,N/A,340,HB,18,450,2,260,42,250,
Ionomer Resin (Surlyn),0.95,95,2.2,0.25,150,N/A,350,HB,18,350,2,280,43,200,
Chlorinated Polyethylene (CPE),1.2,N/A,1.6,0.18,150,N/A,420,V-0,32,300,20,280,24,40,
Ethylene Propylene Copolymer,0.88,N/A,2.2,0.2,180,N/A,350,HB,18,400,2,300,44,250,
Butyl Rubber (IIR),0.92,N/A,1.95,0.18,200,N/A,350,HB,18,500,8,280,40,250,
Polyisobutylene (PIB),0.92,N/A,1.95,0.18,210,N/A,350,HB,18,550,5,280,41,280,
Isoprene Rubber (IR),0.92,N/A,2,0.15,240,N/A,300,HB,17,650,5,220,44,300,
Polysulfide Rubber,1.3,N/A,1.45,0.2,150,N/A,400,HB,22,400,30,260,28,150,
Hypalon (CSPE),1.2,N/A,1.55,0.19,160,N/A,430,V-0,30,350,25,280,25,50,
Epichlorohydrin Rubber (ECO),1.35,N/A,1.4,0.18,140,N/A,410,V-1,26,450,20,270,26,100,
Urethane Rubber (Polyether),1.15,N/A,1.8,0.22,150,N/A,380,HB,19,450,15,260,30,150,
Urethane Rubber (Polyester),1.2,N/A,1.75,0.2,140,N/A,400,HB,20,400,18,280,28,120,
Acrylic Rubber (ACM),1.1,N/A,1.85,0.22,180,N/A,420,HB,21,350,15,300,32,150,
Silicone-Fluorosilicone Blend,1.45,N/A,1.2,0.24,220,N/A,480,V-0,35,80,40,480,20,15,
Styrenic Block Copolymer (SBS),0.94,N/A,1.9,0.18,200,N/A,350,HB,17,700,5,240,40,300,
Styrenic Block Copolymer (SEBS),0.91,N/A,2,0.2,180,N/A,370,HB,18,600,5,260,42,250,
Thermoplastic Vulcanizate (TPV),0.95,N/A,2.1,0.22,160,N/A,360,HB,18,450,5,280,41,200,
Thermoplastic Polyurethane (TPU),1.2,N/A,1.7,0.25,150,N/A,400,HB,21,400,15,280,30,150,
Copolyester Elastomer (TPE-E),1.2,200,1.5,0.22,130,N/A,420,HB,20,350,10,320,32,180,
Polyether Block Amide (PEBA),1.01,150,1.8,0.25,150,N/A,400,HB,21,300,8,350,34,150,
Vinyl Ester Resin,1.15,N/A,1.25,0.22,60,N/A,480,V-0,28,300,25,350,28,25,
Furan Resin,1.2,N/A,1.3,0.25,45,N/A,520,V-0,45,50,55,450,22,10,
Melamine Resin,1.5,N/A,1.2,0.3,40,N/A,N/A,V-0,35,100,45,350,18,15,
Urea Resin,1.45,N/A,1.25,0.35,45,N/A,N/A,V-0,32,150,40,250,16,20,
Casein Plastic,1.35,N/A,1.5,0.2,60,N/A,N/A,HB,24,120,30,220,18,100,
Cellulose Acetate,1.3,N/A,1.45,0.22,100,N/A,450,HB,19,300,15,240,20,150,
Cellulose Butyrate,1.2,N/A,1.5,0.2,120,N/A,420,HB,18,350,12,220,22,180,
Cellulose Propionate,1.22,N/A,1.5,0.21,110,N/A,430,HB,19,320,13,230,21,170,
Ethyl Cellulose,1.14,N/A,1.55,0.22,130,N/A,380,HB,18,380,10,210,24,200,
Starch Based Plastic,1.25,N/A,1.6,0.25,150,N/A,350,HB,20,250,25,200,18,150,
Polylactic Acid (PLA),1.24,160,1.8,0.13,85,N/A,380,HB,24,100,20,250,19,100,
Polyhydroxyalkanoates (PHA),1.25,175,1.7,0.2,120,N/A,370,HB,22,150,22,260,20,120,
Polycaprolactone (PCL),1.14,60,2,0.18,180,N/A,320,HB,20,200,5,220,30,200,
Polybutylene Succinate (PBS),1.26,115,1.85,0.22,150,N/A,350,HB,21,250,15,260,22,180,
Polyethylene Terephthalate (PET),1.35,255,1.2,0.25,65,N/A,480,HB,21,400,15,400,22,150,
Polyethylene Naphthalate (PEN),1.36,265,1.15,0.2,20,N/A,500,V-2,25,300,25,450,24,80,
Liquid Crystal Polymer (LCP),1.6,330,1.05,0.4,5,N/A,550,V-0,45,50,50,550,28,5,
Polyarylate (PAR),1.2,N/A,1.25,0.22,60,N/A,520,V-0,35,100,35,450,26,20,
Polyaryletherketone (PAEK),1.3,340,1.1,0.25,45,N/A,580,V-0,48,30,55,580,30,5,
Polyetheretherketone (PEEK),1.32,343,1.15,0.25,47,N/A,595,V-0,48,35,50,575,30,5,
Polyetherketone (PEK),1.31,373,1.1,0.24,45,N/A,600,V-0,50,25,60,600,28,5,
Polyetherketoneketone (PEKK),1.27,305,1.2,0.25,50,N/A,580,V-0,45,40,55,560,28,5,
Polyamide-Imide (PAI),1.42,N/A,1.05,0.26,30,N/A,600,V-0,45,20,55,550,25,2,
Polyimide (PI),1.43,N/A,1.1,0.15,40,N/A,610,V-0,47,15,60,580,24,2,
Bismaleimide (BMI),1.35,N/A,1.15,0.22,45,N/A,550,V-0,42,40,50,520,22,10,
Cyanate Ester,1.2,N/A,1.2,0.25,50,N/A,520,V-0,35,80,45,480,26,15,
Styrene Acrylonitrile (SAN),1.08,N/A,1.35,0.15,65,N/A,450,HB,18,400,5,280,32,250,
Styrene Maleic Anhydride (SMA),1.15,N/A,1.3,0.18,60,N/A,460,HB,20,350,15,300,30,180,
ASA (Acrylonitrile Styrene Acrylate),1.07,N/A,1.4,0.18,90,N/A,430,HB,19,500,8,270,33,250,
MBS (Methacrylate Butadiene Styrene),1.1,N/A,1.45,0.16,100,N/A,420,HB,18,550,5,260,34,280,
Ethylene Tetrafluoroethylene (ETFE),1.7,265,1.1,0.24,90,N/A,N/A,V-0,32,10,15,400,13.5,10,
Fluorinated Ethylene Propylene (FEP),2.15,260,1.15,0.2,95,N/A,520,V-0,95,5,10,450,5.5,2,
Perfluoroalkoxy (PFA),2.15,305,1.1,0.25,120,N/A,530,V-0,95,5,10,500,5.2,2,
Chlorotrifluoroethylene (CTFE),2.1,210,1,0.22,70,N/A,N/A,V-0,95,5,15,400,6,2,
Ethylene Chlorotrifluoroethylene (ECTFE),1.68,240,1.15,0.15,80,N/A,N/A,V-0,52,15,20,420,12,5,
Polyvinylidene Fluoride (PVDF),1.78,175,1.3,0.19,130,N/A,N/A,V-0,44,25,30,440,14,5,
Polyvinyl Fluoride (PVF),1.45,N/A,1.4,0.16,100,N/A,N/A,V-0,25,150,20,380,18,20,
Polychloroprene (Neoprene) Sponge,0.25,N/A,1.6,0.06,N/A,N/A,400,V-2,26,500,25,260,25,120,
Nitrile (NBR) Sponge,0.2,N/A,1.9,0.05,N/A,N/A,380,HB,18,600,10,250,35,250,
EPDM Sponge,0.15,N/A,2,0.04,N/A,N/A,350,HB,18,550,10,300,40,300,
Silicone Sponge,0.3,N/A,1.25,0.07,N/A,N/A,450,V-1,30,80,35,450,25,30,
PVC Sponge (Closed Cell),0.12,N/A,1.2,0.04,N/A,N/A,450,V-0,45,300,35,220,18,20,
Polyethylene (PE) Foam,0.05,110,2.3,0.04,N/A,N/A,340,HB,17,450,2,280,44,300,
Polypropylene (PP) Foam,0.06,160,1.9,0.04,N/A,N/A,330,HB,18,350,5,300,43,180,
Melamine Foam,0.01,N/A,1.2,0.03,N/A,N/A,N/A,V-0,35,50,45,350,18,15,
Polystyrene Foam (White),0.02,N/A,1.3,0.04,70,N/A,450,HB,18,400,5,240,40,200,
Urea Formaldehyde Foam,0.01,N/A,1.3,0.03,N/A,N/A,N/A,V-0,32,150,40,250,16,20,
Phenolic Foam (Insulation),0.04,N/A,1.4,0.02,40,N/A,580,V-0,38,50,45,380,24,15,
Syntactic Foam (Epoxy),0.6,N/A,1.2,0.15,40,N/A,N/A,V-0,28,150,35,350,28,25,
Syntactic Foam (Silicone),0.5,N/A,1.25,0.12,200,N/A,450,V-1,30,100,40,480,22,30,
Aluminum Foam,0.5,660,0.9,10,23,N/A,N/A,Non,0,0,0,660,0,0,
Copper Foam,1.5,1083,0.39,25,16.5,N/A,N/A,Non,0,0,0,1083,0,0,
Nickel Foam,1.2,1455,0.44,15,13,N/A,N/A,Non,0,0,0,1455,0,0,
Steel Foam,1.8,1500,0.48,12,11.5,N/A,N/A,Non,0,0,0,1500,0,0,
Carbon Foam (Reticulated),0.05,3600,0.71,0.5,1.5,N/A,N/A,Non,0,0,0,3600,0,0,
Silicon Carbide Foam,0.4,2700,0.7,5,4,N/A,N/A,Non,0,0,0,2700,0,0,
Alumina Foam,0.6,2050,0.8,2.5,8,N/A,N/A,Non,0,0,0,2050,0,0,
Zirconia Foam,1.2,2700,0.5,1.5,10,N/A,N/A,Non,0,0,0,2700,0,0,
Graphite Foil,1.1,3650,0.71,150,1,N/A,N/A,Non,0,0,0,3650,0,0,
Carbon Felt,0.1,3600,0.71,0.05,1.5,N/A,N/A,Non,0,0,0,3600,0,0,
Glass Fiber Fabric (E-Glass),2.55,1100,0.8,1,5.4,N/A,N/A,Non,0,0,0,850,0,0,
Glass Fiber Fabric (S-Glass),2.48,1200,0.75,1.1,2.5,N/A,N/A,Non,0,0,0,950,0,0,
Aramid Fiber (Kevlar 29),1.44,N/A,1.42,0.04,-4,N/A,N/A,V-0,29,150,45,500,30,15,
Aramid Fiber (Kevlar 49),1.45,N/A,1.4,0.04,-4.9,N/A,N/A,V-0,30,140,50,520,28,12,
Aramid Fiber (Nomex),1.38,N/A,1.2,0.13,20,N/A,N/A,V-0,30,80,45,400,25,20,
Carbon Fiber (Standard Modulus),1.75,3650,0.71,15,1,N/A,N/A,Non,0,0,0,3650,0,0,
Carbon Fiber (High Modulus),1.85,3650,0.71,100,-0.5,N/A,N/A,Non,0,0,0,3650,0,0,
Ceramic Fiber Blanket,0.1,1760,1.05,0.06,N/A,N/A,N/A,Non,0,0,0,1760,0,0,
Mineral Fiber Blanket,0.08,1100,0.85,0.04,N/A,N/A,N/A,Non,0,0,0,1100,0,0,
Polyester Fiber (PET),1.38,255,1.3,0.15,65,N/A,480,HB,21,300,15,400,22,150,
Polypropylene Fiber,0.91,165,1.9,0.2,150,N/A,330,HB,18,350,5,300,43,180,
Polyethylene Fiber (UHMWPE),0.97,145,2.3,20,200,N/A,340,HB,17,400,2,200,45,300,
Basalt Fiber,2.65,1450,0.85,1,8,N/A,N/A,Non,0,0,0,1450,0,0,
Stainless Steel Fiber (316L),8,1400,0.5,16,16.5,N/A,N/A,Non,0,0,0,1400,0,0,
Nickel Fiber,8.9,1455,0.44,90,13,N/A,N/A,Non,0,0,0,1455,0,0,
Tantalum Fiber,16.6,2996,0.14,57,6.5,N/A,N/A,Non,0,0,0,2996,0,0,
Molybdenum Fiber,10.2,2620,0.25,138,4.8,N/A,N/A,Non,0,0,0,2620,0,0,
Tungsten Fiber,19.3,3410,0.13,170,4.5,N/A,N/A,Non,0,0,0,3410,0,0,
Quartz Fiber,2.2,1650,0.75,1.4,0.5,N/A,N/A,Non,0,0,0,1650,0,0,
Boron Fiber,2.5,2040,1.2,25,4.5,N/A,N/A,Non,0,0,0,2040,0,0,
Silicon Carbide Fiber (Nicalon),2.55,N/A,0.7,3,3.5,N/A,N/A,Non,0,0,0,1300,0,0,
Alumina Fiber (Saffil),3.3,2000,0.85,0.15,8,N/A,N/A,Non,0,0,0,2000,0,0,
Zirconia Fiber,5.6,2600,0.55,0.12,10,N/A,N/A,Non,0,0,0,2600,0,0,
Magnesia Fiber,3.58,2800,0.95,30,13.5,N/A,N/A,Non,0,0,0,2800,0,0,
Calcium Fluoride Crystal,3.18,1418,0.85,9.7,18.8,N/A,N/A,Non,0,0,0,1418,0,0,
Lithium Fluoride Crystal,2.64,845,1.55,11.3,37,N/A,N/A,Non,0,0,0,845,0,0,
Magnesium Fluoride Crystal,3.15,1263,1,15,13.7,N/A,N/A,Non,0,0,0,1263,0,0,
Sodium Chloride Crystal,2.16,801,0.85,6.5,44,N/A,N/A,Non,0,0,0,801,0,0,
Potassium Bromide Crystal,2.75,730,0.44,4.8,43,N/A,N/A,Non,0,0,0,730,0,0,
Cesium Iodide Crystal,4.51,621,0.2,1.1,50,N/A,N/A,Non,0,0,0,621,0,0,
Barium Fluoride Crystal,4.89,1355,0.41,11.7,18.4,N/A,N/A,Non,0,0,0,1355,0,0,
Thallium Bromo-Iodide (KRS-5),7.37,415,0.15,0.5,58,N/A,N/A,Non,0,0,0,415,0,0,
Silver Chloride Crystal,5.56,455,0.35,1.1,30,N/A,N/A,Non,0,0,0,455,0,0,
Silver Bromide Crystal,6.47,432,0.29,1,35,N/A,N/A,Non,0,0,0,432,0,0,
Germanium Crystal,5.32,937,0.32,60,6,N/A,N/A,Non,0,0,0,937,0,0,
Silicon Crystal,2.33,1410,0.7,148,2.6,N/A,N/A,Non,0,0,0,1410,0,0,
Zinc Selenide Crystal,5.27,1525,0.34,18,7.1,N/A,N/A,Non,0,0,0,1525,0,0,
Zinc Sulfide Crystal,4.09,1185,0.47,27,6.6,N/A,N/A,Non,0,0,0,1185,0,0,
Cadmium Telluride Crystal,5.85,1041,0.21,6.2,5.9,N/A,N/A,Non,0,0,0,1041,0,0,
Gallium Arsenide Crystal,5.32,1238,0.33,52,5.7,N/A,N/A,Non,0,0,0,1238,0,0,
Indium Antimonide Crystal,5.78,527,0.2,18,5.3,N/A,N/A,Non,0,0,0,527,0,0,
Sapphire (Synthetic),3.98,2040,0.76,35,8.4,N/A,N/A,Non,0,0,0,2040,0,0,
Ruby (Synthetic),4,2040,0.76,35,8.4,N/A,N/A,Non,0,0,0,2040,0,0,
Spinel (Synthetic),3.58,2135,0.79,15,7.5,N/A,N/A,Non,0,0,0,2135,0,0,
Yttrium Aluminum Garnet (YAG),4.55,1970,0.6,14,7.8,N/A,N/A,Non,0,0,0,1970,0,0,
Gadolinium Gallium Garnet (GGG),7.08,1750,0.4,9,9.2,N/A,N/A,Non,0,0,0,1750,0,0,
Lithium Niobate Crystal,4.64,1253,0.63,4.6,15,N/A,N/A,Non,0,0,0,1253,0,0,
Lithium Tantalate Crystal,7.45,1650,0.42,4.2,16,N/A,N/A,Non,0,0,0,1650,0,0,
Bismuth Germanate (BGO) Crystal,7.13,1050,0.3,1.2,7,N/A,N/A,Non,0,0,0,1050,0,0,
Lead Tungstate (PWO) Crystal,8.28,1123,0.25,2,10,N/A,N/A,Non,0,0,0,1123,0,0,
Cadmium Tungstate (CWO) Crystal,7.9,1325,0.24,1.8,11,N/A,N/A,Non,0,0,0,1325,0,0,
Calcium Tungstate Crystal,6.06,1620,0.45,3,10,N/A,N/A,Non,0,0,0,1620,0,0,
Zinc Tungstate Crystal,7.62,1190,0.3,1.5,12,N/A,N/A,Non,0,0,0,1190,0,0,
Cesium Fluoride Crystal,4.12,682,0.31,1.5,45,N/A,N/A,Non,0,0,0,682,0,0,
Potassium Iodide Crystal,3.13,681,0.32,2,43,N/A,N/A,Non,0,0,0,681,0,0,
Rubidium Iodide Crystal,3.55,647,0.25,1.5,40,N/A,N/A,Non,0,0,0,647,0,0,
Sodium Iodide (Tl doped),3.67,651,0.35,1.8,47,N/A,N/A,Non,0,0,0,651,0,0,
Cesium Iodide (Tl doped),4.51,621,0.2,1.1,50,N/A,N/A,Non,0,0,0,621,0,0,
Cesium Iodide (Na doped),4.51,621,0.2,1.1,50,N/A,N/A,Non,0,0,0,621,0,0,
Barium Fluoride Crystal (Pure),4.89,1355,0.41,11.7,18.4,N/A,N/A,Non,0,0,0,1355,0,0,
Cerium Fluoride Crystal,6.16,1460,0.35,3.5,15,N/A,N/A,Non,0,0,0,1460,0,0,
Lanthanum Bromide (Ce doped),5.06,783,0.28,1.5,18,N/A,N/A,Non,0,0,0,783,0,0,
Lanthanum Chloride (Ce doped),3.84,858,0.35,1.2,15,N/A,N/A,Non,0,0,0,858,0,0,
Lutetium Oxyorthosilicate (LSO),7.4,2050,0.3,4.5,9,N/A,N/A,Non,0,0,0,2050,0,0,
Lutetium Yttrium Orthosilicate (LYSO),7.1,2000,0.32,4,9.5,N/A,N/A,Non,0,0,0,2000,0,0,
Gadolinium Orthosilicate (GSO),6.71,1900,0.35,3.5,10,N/A,N/A,Non,0,0,0,1900,0,0,
Yttrium Orthosilicate (YSO),4.45,2000,0.55,4.5,8.5,N/A,N/A,Non,0,0,0,2000,0,0,
Zinc Oxide Crystal,5.61,1975,0.5,54,4,N/A,N/A,Non,0,0,0,1975,0,0,
Gallium Nitride Crystal,6.15,N/A,0.49,130,5.6,N/A,N/A,Non,0,0,0,1200,0,0,
Aluminum Nitride Crystal,3.26,N/A,0.73,285,4.5,N/A,N/A,Non,0,0,0,2200,0,0,
Silicon Carbide (6H),3.21,2730,0.7,490,4,N/A,N/A,Non,0,0,0,2730,0,0,
Silicon Carbide (4H),3.21,2730,0.7,370,4,N/A,N/A,Non,0,0,0,2730,0,0,
Diamond (Type IIa),3.51,N/A,0.51,2000,1,N/A,N/A,Non,0,0,0,3500,0,0,
Diamond (Type Ib),3.51,N/A,0.51,1800,1,N/A,N/A,Non,0,0,0,3500,0,0,
Boron Nitride (Cubic),3.48,N/A,0.79,740,3.7,N/A,N/A,Non,0,0,0,2500,0,0,
Boron Nitride (Hexagonal),2.2,N/A,0.8,60,1,N/A,N/A,Non,0,0,0,3000,0,0,
Pyrolytic Boron Nitride (PBN),2.15,N/A,0.85,65,1.5,N/A,N/A,Non,0,0,0,3000,0,0,
Pyrolytic Graphite (PG),2.25,3650,0.71,400,0.5,N/A,N/A,Non,0,0,0,3650,0,0,
Vitreous Carbon,1.5,N/A,0.75,6,2.5,N/A,N/A,Non,0,0,0,3000,0,0,
Silicon Nitride (Alpha),3.18,1900,0.71,30,3.3,N/A,N/A,Non,0,0,0,1900,0,0,
Silicon Nitride (Beta),3.19,1900,0.71,33,3.3,N/A,N/A,Non,0,0,0,1900,0,0,
Alumina (99.5%),3.89,2050,0.88,30,8,N/A,N/A,Non,0,0,0,2050,0,0,
Alumina (96%),3.72,2000,0.88,24,8.2,N/A,N/A,Non,0,0,0,2000,0,0,
Alumina (90%),3.6,1900,0.88,18,8.5,N/A,N/A,Non,0,0,0,1900,0,0,
Zirconia (Yttria Stabilized),6.05,2700,0.45,2.2,10.3,N/A,N/A,Non,0,0,0,2700,0,0,
Zirconia (Magnesia Stabilized),5.75,2600,0.45,2.5,10.5,N/A,N/A,Non,0,0,0,2600,0,0,
Zirconia (Ceria Stabilized),6.2,2500,0.4,2,11,N/A,N/A,Non,0,0,0,2500,0,0,
Mullite,2.8,1850,0.75,3.5,5.3,N/A,N/A,Non,0,0,0,1850,0,0,
Cordierite,2.1,1450,1.05,3,1.5,N/A,N/A,Non,0,0,0,1450,0,0,
Steatite,2.7,1350,0.9,3,8.5,N/A,N/A,Non,0,0,0,1350,0,0,
Forsterite,2.85,1890,0.85,3.5,11,N/A,N/A,Non,0,0,0,1890,0,0,
Titanium Dioxide (Ceramic),4.25,1840,0.7,8.5,8.8,N/A,N/A,Non,0,0,0,1840,0,0,
Barium Titanate,6.02,1625,0.45,2.5,11,N/A,N/A,Non,0,0,0,1625,0,0,
Strontium Titanate,5.11,2080,0.55,11,9.4,N/A,N/A,Non,0,0,0,2080,0,0,
Lead Zirconate Titanate (PZT),7.5,N/A,0.35,1.5,5,N/A,N/A,Non,0,0,0,1200,0,0,
Aluminum Titanate,3.7,1860,0.95,1.5,1,N/A,N/A,Non,0,0,0,1860,0,0,
Silicon Carbide (Reaction Bonded),3.05,N/A,0.7,120,4.2,N/A,N/A,Non,0,0,0,1350,0,0,
